Ticker	Name
1101	台泥
1216	統一
1319	東陽
1532	勤美
2317	鴻海
2330	台積電
2404	漢唐
2454	聯發科
2881	富邦金
2885	元大金
2891	中信金
3231	緯創
3376	新日興
3443	創意
3680	家登
4749	新應材
4772	台特化
5871	中租-KY
6669	緯穎
7728	光焱科技
9904	寶成
